Country,ISO3,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
Martinique,MTQ,75.8572,76.4347,76.6254,76.8155,77.0176,77.201,77.4153,77.6312,77.8386,78.0811,78.4973,78.4308,78.8801,79.6288,79.5927,80.2172,80.4301,80.0575,80.6944,81.2408,81.1379,81.6168,81.788,81.9017,81.9365,82.0308,81.8052,81.9879,82.0935,82.0734,80.2672,77.7403,80.8364,82.5651,82.7386
Mauritania,MRT,58.0869,58.2907,58.5683,58.7327,58.7633,58.8615,58.9149,59.4171,59.8896,60.4426,61.0435,61.6617,62.249,62.8047,63.3688,63.9197,64.4926,64.8845,65.2328,65.485,65.6606,65.7544,65.808,65.8899,66.2069,66.4982,66.8235,67.0885,67.4195,67.6397,66.7943,66.7618,68.2807,68.4836,68.7135
Mauritius,MUS,69.7706,70.0506,70.2128,70.3647,70.4197,70.5995,70.5243,70.6836,70.8944,71.3903,71.7597,71.9853,72.0549,72.3074,72.5465,72.6439,72.7813,72.8856,73.1239,73.26,73.6475,74.0678,74.3302,74.4298,74.6143,74.673,74.85,75.024,74.4909,74.1811,74.6572,72.903,73.5445,74.1692475609756,75.1022
Mayotte,MYT,73.6112,73.9556,74.2506,74.5428,74.8366,75.0747,75.3273,75.5946,75.8625,76.1145,76.3612,76.5265,76.6887,76.8373,77.0381,77.1305,77.4702,77.7747,78.0044,78.1963,78.2501,78.1565,77.8854,77.6097,77.2861,76.8827,76.5053,76.3488,76.221,76.1027,74.2126,72.8232,75.1273,76.0544,76.2405
Mexico,MEX,69.0342,69.3683,69.6633,69.9607,70.3017,70.703,71.0876,71.4723,71.7924,72.2034,72.5621,72.9118,73.1056,73.308,73.4324,73.6267,73.7457,73.7955,73.6949,73.6281,73.7181,73.9209,74.1278,74.289,74.4044,74.4315,74.3763,74.2609,74.3009,74.5302,70.4492,69.7499,73.9731,75.069,75.2645
Micronesia (Fed. States of),FSM,63.7217,63.8813,63.9961,64.041,64.0825,64.1421,64.2534,64.3714,64.5091,64.6261,64.3173,64.8013,63.9075,64.9148,64.8985,64.9065,64.8588,64.8437,64.8489,64.8652,64.8919,64.9685,65.0802,65.1786,65.294,65.3065,65.5757,65.7612,65.9427,66.1957,65.8776,66.1516,66.9606,67.1983,67.3568
"Micronesia, Fed. Sts.",FSM,63.722,63.881,63.996,64.041,64.082,64.142,64.253,64.371,64.509,64.626,64.317,64.801,63.907,64.915,64.898,64.906,64.859,64.844,64.849,64.865,64.892,64.969,65.08,65.179,65.294,65.306,65.576,65.761,65.943,66.196,65.878,66.152,66.961,67.198,
Moldova,MDA,67.92,67.554,66.749,66.66,66.319,66.218,66.248,66.484,66.84,67.205,67.462,67.672,67.793,67.9,68.017,68.197,68.423,68.674,69.0,69.406,69.876,70.173,70.344,70.291,70.241,70.118,70.179,70.375,70.236,70.181,69.914,68.991,71.546,71.198,
Monaco,MCO,79.4356,79.7494,80.0654,80.3646,80.6543,80.9021,81.1335,81.358,81.6054,81.8264,82.1207,82.485,83.0547,83.6128,84.1511,84.3396,84.1944,83.9034,83.8271,84.1871,84.6441,85.0099,85.0451,85.0557,85.0925,85.3231,85.6302,85.8784,86.0843,86.1507,86.0893,85.1126,85.7464,86.3724,86.4968
Mongolia,MNG,58.8174,59.8178,60.4404,60.8286,60.8555,60.8909,60.9996,61.4377,62.1208,62.8346,63.4577,63.8055,63.9924,64.1349,64.3431,64.8105,65.5694,66.4713,67.0861,67.1727,67.8030048780488,68.1381341463415,68.5557719512195,69.15407439024389,69.65988536585365,70.0244219512195,69.736,70.1709,70.5743,70.6631,70.68906219512195,70.10526097560975,71.5049,71.7341,71.985
Montenegro,MNE,73.8768,73.9509,73.7998,73.8689,73.7639,73.7395,73.6108,73.5036,73.4418,73.2935,73.5522,73.739,74.1306,74.226,74.3789,74.4252,74.6713,74.6739,75.0006,75.3973,75.7125,75.9607,76.2367,76.3539,76.4679,76.5939,76.5647,76.5929,76.9215,76.6392,75.8503,73.7893,75.9214,77.0869,77.2537
Montserrat,MSR,70.9395,71.1414,71.3995,71.6541,71.9123,72.1731,72.415,63.2197,72.8449,72.9668,73.1501,73.331,73.5523,73.7886,74.0006,74.1851,74.3424,74.4499,74.5334,74.6229,74.6831,74.7673,74.8496,74.9333,75.0332,75.1277,75.228,75.3312,75.4559,75.6002,75.5677,75.8958,76.0377,76.1857,76.3397
Morocco,MAR,62.3958,62.9186,63.3883,63.8679,64.3459,64.7246,65.2257,65.6159,66.0078,66.4037,66.7937,67.1996,67.5817,67.9577,68.2721,68.7475,69.1574,69.6197,70.0509,70.4543,70.8211,71.2634,71.674,72.1174,72.5225,72.8938,73.2279,73.6079,73.9456,74.2446,73.1327,73.3848,75.1614,75.3128,75.493
Mozambique,MOZ,44.3369,44.7046,45.0953,45.6746,46.0858,46.5463,47.1208,47.7996,48.2121,48.8374,49.4762,50.2593,50.8793,51.3831,51.8551,52.3225,52.7476,53.2554,53.7989,54.3999,55.0397,55.7334,56.4604,57.1889,57.965,58.711,59.455,60.1484,60.7904,61.3059,61.3904,60.2683,63.0115,63.6111,63.797
Myanmar,MMR,57.1587,57.3955,57.681,58.0324,58.3256,58.6708,59.1689,59.5226,59.896,60.1066,60.3567,60.6398,60.9245,61.196,61.4425,61.7204,62.0263,62.3667,56.3637,63.0952,63.4791,63.8589,64.2511,64.617,64.9941,65.2877,65.6399,65.9086,66.2322,66.4567,66.6121,65.5535,66.5058,66.889,67.0952
Namibia,NAM,61.3586,60.8326,60.1601,59.2604,58.4407,57.5178,56.6387,55.8444,54.7672,53.9825,52.9462,51.9803,51.9882,51.9178,52.1755,52.557,53.1826,54.026,54.7401,55.3474,56.0935,56.6467,57.7335,58.4675,59.3113,60.0083,60.8098,61.661,62.5787,63.5463,64.0712,60.8499,64.1903,67.3848,67.5155
Nauru,NRU,59.1018,59.3124,59.5184,59.7613,59.9538,60.0627,60.0704,59.9848,59.86,59.7007,59.5743,59.4823,59.427,59.3587,59.3455,59.3608,59.4086,59.4899,59.6754,59.8524,60.0741,60.2868,60.5326,60.7009,60.8335,60.8969,60.9958,61.1011,61.2378,61.3931,61.5271,61.3312,61.9304,62.1094,62.2787
Nepal,NPL,54.7708,55.6499,56.6864,57.5974,58.6307,59.3229,60.0437,60.8226,61.5322,62.0353,62.6424,63.2881,63.5071,64.2291,64.7439,65.2755,65.8907,66.1686,66.4425,66.6004,66.7724,67.1234,67.3637,67.5978,67.812,67.3736,68.4436,68.7398,69.036,69.2992,69.1065,68.3846,70.0869,70.3537,70.6357
Netherlands,NLD,77.0122,77.1617,77.3648,77.0408,77.5183,77.5512,77.5561,77.9311,78.0044,77.9678,78.13,78.3379,78.4119,78.6649,79.2389,79.488,79.8466,80.255,80.3866,80.6712,80.8293,81.1096,81.059,81.3011,81.6503,81.49,81.5549,81.7366,81.7813,82.053,81.3931,81.356,81.9121,82.1576,82.3038
New Caledonia,NCL,69.5259,69.8205,70.1431,70.5038,70.8967,71.3138,71.7497,72.2035,72.6766,73.1407,73.5737,73.9577,74.2781,74.4996,74.7131,74.8671,75.0163,75.1812,75.3981,75.676,75.9915,76.3151,76.6153,76.8666,77.0529,77.2055,77.3589,77.5036,77.5567,77.2623,77.0494,77.1134,77.6983,78.7658,78.9207
New Zealand,NZL,75.4252,76.0789,76.1907,76.4987,76.9178,76.7853,76.8069,77.3441,78.1667,77.9107,78.6681,78.6615,78.8659,79.1414,79.3548,80.0308,80.0152,80.122,80.2457,80.545,81.0517,80.8422,81.1668,81.6119,81.4106,81.5866,82.0027,81.6053,81.8838,81.8322,82.6628,82.3003,81.0061,82.088,82.2449
Nicaragua,NIC,62.4729,63.3096,63.6717,64.0928,64.549,64.8693,65.2148,65.5231,64.1109,65.8924,66.3601,67.0281,67.9504,68.7487,69.5101,70.3745,70.9578,71.1973,71.4043,71.4986,71.7608,72.0329,72.4346,72.5513,72.792,72.8989,73.1803,73.3892,73.8787,73.7637,70.7662,70.4777,74.4626,74.9468,75.0998
Niger,NER,41.7324,42.2892,43.0644,43.8382,44.5862,45.5039,46.3133,47.0975,47.8066,48.4801,49.1725,49.8722,50.6448,51.5448,52.4019,53.3203,54.2228,55.0628,55.8515,56.4871,57.0796,57.6001,57.9867,58.364,58.6934,58.8498,59.2283,59.5239,59.7646,60.031,59.8903,59.5422,60.3981,61.1833,61.4328
Nigeria,NGA,45.7327,45.4832,45.5874,45.7826,45.7476,45.8701,45.8328,45.9598,46.1479,46.6088,47.1427,47.5493,48.0201,48.618,49.1477,49.5377,49.876,50.3812,50.7483,51.0801,51.3145,51.4902,51.6876,51.8271,51.9401,51.9394,52.1894,52.3971,52.669,53.0086,53.0724,53.455,54.079,54.4623,54.6349
Niue,NIU,67.0624,66.8168,66.543,66.4086,66.3923,66.3785,66.3903,66.4372,66.5763,65.6411,66.6454,66.7003,66.6898,66.7746,65.6006,66.9773,67.0659,67.1786,67.2502,67.4562,67.6513,67.8254,68.0091,68.2061,68.4181,68.6111,68.7963,68.9833,69.1361,69.2988,69.4704,69.5721,69.8182,69.9778,70.1041
North Macedonia,MKD,71.3392,71.7519,71.3018,71.7311,71.487,71.9651,71.8537,71.8806,71.8025,72.3084,72.569,73.0061,72.709,73.0466,73.4475,73.6075,73.7907,73.7418,74.4363,74.4689,75.0374,75.1424,75.043,75.5832,75.6327,75.6289,75.571,76.1524,76.8835,76.8346,74.4687,73.2918,75.53518902439025,76.3553987804878,77.5397
Northern Mariana Islands,MNP,70.0379,70.3623,70.7618,71.1556,71.533,71.938,72.4416,72.9466,73.5727,74.2624,74.9002,75.4188,75.9336,76.5054,76.7887,77.3067,77.6882,77.8627,77.938,77.9033,77.7996,77.6883,77.5658,77.4519,77.3774,77.3596,77.3916,77.4704,77.51,77.8437,78.03,78.1598,78.5312,78.8075,78.9471
Norway,NOR,76.5864,77.0382,77.2461,77.2207,77.7728,77.7966,78.2326,78.2382,78.4081,78.3864,78.6916,78.8958,78.9602,79.5291,79.9645,80.1695,80.4404,80.5024,80.6772,80.8655,81.0392,81.2454,81.4458,81.6683,82.0869,82.2728,82.4151,82.6242,82.7599,82.9553,83.1953,83.1656,82.6309,83.3078,83.46
Oman,OMN,69.012,69.5837,70.1139,70.6076,71.0722,71.5603,72.0231,72.463,72.8817,73.2761,73.6428,73.9788,74.2761,74.5213,74.8204,75.0705,75.3543,75.5959,76.124,76.6309,77.1844,77.7405,78.1874,78.6326,79.03,79.3457,79.5813,79.7483,79.8642,79.9456,77.7634,75.9693,77.9106,80.0305,80.2464
Pakistan,PAK,59.7282,59.8638,59.9826,60.0829,60.1968,60.2735,60.4659,60.6234,61.1338,61.5396,61.9029,62.2406,62.5561,62.8343,63.0972,62.4163,63.6235,63.8075,64.0021,64.2059,64.3784,64.6588,64.8834,65.1285,65.374,65.6406,65.9434,66.2233,66.4807,66.7288,65.7015,65.7731,67.4167,67.649,67.7994
Palau,PLW,62.7904,62.8486,62.9256,62.9796,63.1041,63.2551,63.4551,63.7074,63.9507,64.2298,64.4991,64.8001,65.0756,65.446,65.8158,66.2193,66.6334,67.1128,67.5618,67.9904,68.3473,68.6384,68.8632,68.9805,69.062,69.0702,69.0464,69.0189,68.9885,68.9816,68.6889,68.5629,68.9222,69.269,69.3826
Panama,PAN,71.2655,71.331,71.4613,71.8046,71.9429,71.9944,72.199,72.5415,72.7846,73.1239,73.4432,73.8197,74.1947,74.5671,74.8453,75.1604,75.4291,75.6751,75.937,76.2283,76.417,76.6594,76.8767,77.1292,77.3645,77.5827,77.7724,77.9011,78.2656,78.5145,76.3302,77.0037,79.3241,79.5937,79.7746
Papua New Guinea,PNG,59.778,59.94,60.2603,60.4658,60.7258,60.9288,61.0705,61.2697,60.4348,61.5053,61.6091,61.6465,61.6432,61.741,61.7954,61.8678,62.018,62.2111,62.5106,62.7722,63.0557,63.3819,63.6389,63.9267,64.1977,64.473,64.7,64.9229,65.1139,65.3306,65.075,64.3577,65.2736,66.134,66.2558
Paraguay,PRY,67.3405,67.6758,67.9609,68.2336,68.5039,68.7775,69.0504,69.2835,69.5075,69.7739,70.0259,70.2808,70.5393,70.7949,71.054,71.3174,71.5837,71.8173,72.0475,72.2821,72.5506,72.7875,73.1046,73.2916,73.4145,73.4535,73.4865,73.4495,73.6271,73.6681,72.7197,68.1081,72.3185,73.8443,73.9824
Peru,PER,63.9791,64.248,65.0311,65.7319,66.5439,67.2196,67.8499,68.3241,68.724,69.302,69.821,70.315,70.8147,71.2777,71.4467,71.9882,72.3365,72.7463,72.7426,72.6311,72.8858,73.327,73.9792,74.5905,75.26,75.7316,75.9508,75.9576,76.018,76.2749,73.8315,71.5962,76.834,77.7401,77.941
Philippines,PHL,64.3825,64.6224,65.353,65.6614,65.9998,66.311,66.691,66.9939,67.2122,67.5027,67.7892,67.8286,67.886,68.0491,68.3007,68.4231,68.1723,68.549,68.6432,68.6311,68.8833,69.0963,69.2375,69.2828,69.3106,69.4501,69.4896,69.9661,69.7615,69.6804,70.0974,66.6755,69.4723,69.8327,69.9461
Poland,POL,70.606,70.653,70.8996,71.3445,71.6825,71.9588,72.2531,72.5915,72.8465,73.2237,73.6453,74.1771,74.5183,74.7716,74.9434,75.127,75.2504,75.4143,75.5829,75.9063,76.2823,76.5683,76.7748,77.0758,77.312,77.5894,77.6395,77.7155,77.6232,77.9213,76.5951,75.6387,77.9229,78.6329,78.8098
Portugal,PRT,74.3043,74.2406,74.8705,74.7615,75.7296,75.5498,75.4758,75.9221,76.1161,76.3218,76.8301,77.1517,77.3698,77.5828,78.4274,78.3169,79.0894,79.3087,79.06349512195125,79.27816463414635,79.57086463414635,80.5822,80.5549,80.9029,81.3135,81.3213,81.3636,81.6605,81.5915,81.9587,81.3664,81.3978,81.1936,82.3599,82.5505
Puerto Rico,PRI,72.8274,73.8766,73.3872,73.309,73.6218,73.5707,73.9948,74.6738,74.5557,75.2783,75.5141,75.9715,76.8192,76.9406,76.9129,76.7028,77.5612,77.6595,78.1105,78.3772,78.7174,78.7656,79.2584,80.3181,80.0391,80.6775,80.3547,79.07,81.0859,81.4383,80.009,79.7698,79.4269,81.6902,81.9018
Qatar,QAT,73.4048,73.6537,73.8757,74.0708,74.2445,74.4041,74.5577,74.7128,74.8721,75.0483,75.25,75.4858,75.7655,76.0975,76.4839,76.9088,77.3226,77.7413,78.2618,78.8371,79.4438,79.9943,80.4994,80.9735,81.3955,81.785,82.1472,82.4583,82.7136,82.9454,80.4095,81.083,81.8566,82.368,82.5224
Republic of Korea,KOR,70.9936,71.4024,72.1755,72.7453,72.889,73.3752,74.0207,74.5313,75.035,75.6173,76.2351,76.9195,77.2304,77.4974,77.9571,78.4486,79.0348,79.4323,79.9956,80.5504,80.7172,81.1685,81.3075,81.8356,82.3641,82.5404,82.9204,83.2784,83.34,83.6846,83.6752,83.8517,82.727,84.3288,84.4336
Republic of Moldova,MDA,67.9203,67.5537,66.7485,66.66,66.3188,66.2179,66.2481,66.4843,66.8403,67.2047,67.4623,67.6725,67.7926,67.8998,68.0166,68.1969,68.4234,68.6738,69.0001,69.4057,69.8759,70.1732,70.3438,70.2907,70.2407,70.118,70.1792,70.375,70.2355,70.181,69.9144,68.9908,71.5465,71.1985,71.3322
Romania,ROU,69.8412,70.0455,69.5063,69.512,69.3255,69.323,68.8211,69.0857,69.8918,70.5814,71.1594,71.1223,70.8348,70.8189,71.0957,71.5808,72.1693,72.7922,73.2158,73.457,73.5793,74.2877,74.314,74.9179,74.7654,74.7371,75.0209,75.0236,75.1033,75.3288,74.0464,72.7405,75.2614,75.9381,76.0925
Russian Federation,RUS,69.2794,68.997,67.8426,65.0389,63.8225,63.9945,65.4488,66.5938,66.916,65.5954,64.9982,65.0151,64.73,64.715,65.1489,65.2185,66.5458,67.469,67.8621,68.6571,68.1526,69.7255,70.1165,70.6403,70.7978,71.3449,71.9101,72.845,72.9363,73.0658,71.1705,69.8066,72.5174,73.1541,73.3428
Rwanda,RWA,47.7629,46.2429,44.3972,42.9371,12.1575,41.5183,42.4858,41.9785,43.0985,45.7487,47.7977,49.4897,51.262,53.5291,55.5204,56.9683,58.3422,59.5041,60.6407,61.8128,62.804,63.4764,64.1887,64.6512,65.0877,65.4188,65.7326,66.1404,66.3539,66.6905,66.9534,66.8496,67.528,67.7852,68.0167
Réunion,REU,74.1895,74.4728,74.7866,75.0373,75.409,75.7109,76.0275,76.3375,76.621,76.8402,77.0091,77.145,77.3519,77.5633,77.7493,77.9525,78.344,78.9305,79.5018,80.0348,80.474,80.9732,81.3486,81.6204,81.7762,81.9118,82.0281,82.1273,82.198,82.3179,82.5765,81.5003,81.5,83.5472,83.6712
Saint Barthélemy,BLM,75.7064,76.1721,76.6235,77.0924,77.455,77.782,78.0629,78.3875,78.7251,79.0707,79.3411,79.6228,79.9035,80.1795,80.5027,80.8214,81.1316,81.4245,81.6605,81.7567,81.8807,82.0693,82.3231,82.4823,82.7933,82.9707,83.1544,81.7559,83.6036,83.8237,84.0707,84.1875,84.2805,84.2901,84.3996
Saint Helena,SHN,71.5431,71.6346,72.116,72.2511,72.5928,73.196,73.6832,74.357,75.3254,76.0399,75.7544,76.0621,75.83,76.3716,77.1313,77.1658,76.8196,75.7329,75.7933,76.1296,76.5108,76.5625,76.2267,76.2371,75.5721,75.1995,75.8061,76.3355,76.4031,76.6816,76.8925,76.7652,76.7352,76.7869,76.9545
Saint Kitts and Nevis,KNA,65.6415,65.9578,66.3393,66.7081,67.0018,67.2304,67.4878,67.8107,67.8906,68.7251,69.2488,69.7671,70.1939,70.6142,70.9198,71.151,71.3557,71.4372,71.4786,71.4884,71.4516,71.4,71.3619,71.2903,71.2275,71.2112,71.2269,71.284,71.3362,71.5399,71.1814,69.2709,70.3131,72.1447,72.2814
Saint Lucia,LCA,70.0082,70.3089,70.7339,71.0499,71.0758,71.1725,70.9627,70.7782,70.6798,70.6917,70.7791,71.3671,71.7065,72.1883,72.4527,72.5437,72.794,72.8598,72.9635,72.9459,72.7676,72.9617,72.86,72.6872,72.6764,72.9319,72.5515,72.5218,72.6546,72.249,72.3077,69.1194,72.6699,72.6968,72.846
Saint Martin (French part),MAF,74.5646,74.9252,75.1502,75.3488,75.5334,75.7139,75.8855,76.1047,76.338,76.5654,76.7932,77.0093,77.2189,77.4194,77.6122,77.8018,77.9885,78.1596,78.3263,78.5132,78.7523,79.0164,79.3023,79.5281,79.7269,79.8295,79.8852,78.7621,80.029,80.0784,80.0848,80.206,80.2355,80.2238,80.4382
Saint Pierre and Miquelon,SPM,73.1602,73.3449,73.4045,73.5239,73.6622,73.8039,73.9726,74.1812,74.405,74.6456,74.8809,75.1069,75.3259,75.4997,75.6804,75.8029,75.9194,76.0503,76.1767,76.2723,76.3546,76.4099,76.4635,76.481,76.4747,76.4825,76.509,76.5456,76.5851,76.6094,76.6183,76.6661,76.6987,76.7578,76.9371
Saint Vincent and the Grenadines,VCT,70.6468,70.6402,70.7448,70.621,70.6018,70.5748,70.4662,70.3817,70.2629,70.312,70.3498,70.3817,70.6579,70.4302,70.4452,70.4538,70.4342,70.446,70.6113,70.7119,70.66,70.6094,70.5386,70.0912,70.3548,70.4626,70.6997,71.0126,71.0174,70.9944,69.6051,69.132,71.1906,71.2301,71.3816
Samoa,WSM,67.8075,68.0386,68.5319,68.8182,69.1615,69.4695,69.7673,70.0449,70.3077,70.555,70.7906,71.0284,71.2333,71.4406,71.5077,71.4868,71.6199,71.6045,71.5312,69.4858,71.4512,71.393,71.1593,71.2291,71.1416,71.0599,71.0027,70.991,71.0516,70.2695,70.7265,71.0958,71.5503,71.6982,71.8258
San Marino,SMR,77.7826,77.9435,78.1335,78.3731,78.67,79.0308,79.3324,79.6773,79.9176,80.1998,80.5036,80.8028,81.0608,81.3303,81.5921,81.9256,82.2577,82.6049,82.8936,83.2239,83.4638,83.7132,83.9427,84.1749,84.3941,84.5959,84.7751,84.9326,85.0947,85.2565,82.6495,83.5389,85.7082,85.7062,85.8171
Sao Tome and Principe,STP,60.7072,60.7921,60.706,60.6179,60.5518,60.5359,60.5756,60.6475,60.7851,60.9761,61.2067,61.4996,61.8262,62.1579,62.5601,62.4344,63.0413,63.3356,63.4478,63.6687,63.8667,64.1217,64.5053,64.9301,65.4775,66.0231,66.5632,67.0741,67.6015,68.0435,67.979,68.0262,69.2368,69.7182,69.9046
Saudi Arabia,SAU,68.8744,69.3409,69.7995,70.2076,70.5867,70.9443,71.2878,71.6238,71.9574,72.2903,72.6067,72.9505,73.2959,73.657,74.0273,74.4004,74.7617,75.0662,75.3014,75.4471,75.6161,75.8081,76.0896,76.5169,77.1159,77.7762,78.3537,78.7213,78.7499,78.3132,77.5962,77.0887,77.3098,78.7321,78.982
Senegal,SEN,56.6739,57.0369,57.2872,57.3483,57.4792,57.3356,57.1285,57.1069,57.0764,57.3145,57.6153,58.158,58.9124,59.4735,60.3076,60.9801,61.8006,62.6525,63.2012,63.7513,64.2214,64.7987,65.2291,65.6376,66.0014,66.4511,66.724,67.0589,67.3792,67.668,67.4961,66.8685,67.7884,68.6829,68.924
Serbia,SRB,72.2251,71.9376,71.6279,71.8756,72.3036,72.7264,72.916,72.9467,72.2993,69.9939,72.3344,72.2745,72.5994,72.7222,72.8667,73.1151,73.3951,73.724,73.9041,74.106,74.3762,74.7194,75.0888,75.3461,75.4778,75.653,75.7375,75.7921,76.0356,76.0585,74.5065,72.853,75.4778,76.7693,76.9394
Seychelles,SYC,69.13855853658535,70.2629,70.3457,70.4148,70.5039,71.55851341463415,70.7952,70.7594,71.092,71.93809634146339,72.0453743902439,72.3414292682927,71.5458,71.684,71.7069,71.9209,72.0474,72.1617,72.3233,72.4139,72.4771,72.5062,73.3831548780488,72.4279,72.3545,73.29026097560975,73.2776780487805,73.26595,72.1756,73.08447073170731,75.66389268292684,72.30868048780485,72.47526951219515,73.91026829268296,72.9864
Sierra Leone,SLE,43.7204,43.287,43.451,43.4277,42.808,42.5787,43.5283,43.6493,42.7144,41.9622,44.8341,45.4476,46.1739,46.7843,47.4853,48.306,49.5472,50.0239,50.6927,51.3124,51.9272,52.5936,53.159,54.0515,54.2809,55.454,56.9368,57.761,59.0587,59.5935,59.6935,60.2596,61.2748,61.7858,61.9638
Singapore,SGP,74.5982,75.0582,75.3265,75.5328,75.6269,75.7249,76.0504,76.3889,76.851,77.2711,77.7525,78.2668,78.7357,79.1777,79.6584,80.2706,80.6404,80.8845,81.0992,81.4282,81.6472,81.9417,82.2089,82.4676,82.6146,82.7479,82.897,83.0947,83.3783,83.6622,83.6607,83.4846,82.9211,83.7362,83.8633
Sint Maarten (Dutch part),SXM,72.4137,72.384,72.4022,72.462,72.5975,72.8492,73.1877,73.5508,73.9001,74.2222,74.4091,74.5246,74.5847,74.5879,74.6175,74.6812,74.7786,74.8123,74.8522,74.7963,74.8212,74.8684,75.1253,75.3913,75.7346,75.8992,75.9518,75.4551,75.6932,75.6796,75.0023,74.5049,76.1804,76.371,76.5284
Slovak Republic,SVK,70.9326829268293,70.8829268292683,71.7951219512195,72.4487804878049,72.3,72.2536585365854,72.6536585365854,72.7048780487805,72.5512195121951,72.9024390243902,73.0512195121951,73.4024390243903,73.6048780487805,73.6048780487805,73.9585365853659,73.9048780487805,74.2048780487805,74.2073170731707,74.7048780487805,74.909756097561,75.1121951219512,75.9585365853659,76.109756097561,76.4121951219512,76.8121951219512,76.5634146341463,77.1658536585366,77.1658536585366,77.2658536585366,77.6658536585366,76.8658536585366,74.6146341463415,76.9658536585366,78.0170731707317,
Slovakia,SVK,70.819,70.9212,71.3652,71.8803,72.3295,72.2537,72.7385,72.6887,72.573,72.9625,73.1393,73.5706,73.765,73.8185,74.2172,74.1562,74.4161,74.4947,74.8643,75.2175,75.4963,76.0181,76.1764,76.5139,76.8484,76.6505,77.2156,77.22,77.265,77.6863,76.8643,74.5901,77.0356,78.3414,78.4924
Slovenia,SVN,73.4654,73.4746,73.4192,73.584,73.9062,74.4188,74.7968,74.9886,75.1392,75.4538,75.8302,76.1809,76.3155,76.3172,76.9319,77.5029,77.8204,78.2855,78.595,79.027,79.3008,79.5884,79.7652,80.0884,80.2517,80.4994,80.512,80.6163,80.861,81.007,80.3641,80.434,80.7933,81.6034,81.7768
Solomon Islands,SLB,66.1942,66.3573,66.4709,66.5577,66.6614,66.717,66.7391,66.7678,66.8904,67.001,67.1164,67.2365,67.3501,67.4787,67.6283,67.79,67.9676,67.8451,68.3362,68.3971,68.6694,68.8241,68.9606,69.0072,68.9836,69.3234,69.5012,69.6517,69.8061,69.9807,69.2577,68.8904,70.4086,70.5277,70.694
Somalia,SOM,46.896,25.4184,25.0342,50.5506,50.3025,50.6499,50.5244,50.278,50.7552,50.611,50.7466,50.8291,50.8202,50.7208,50.6849,50.8937,50.9152,50.8852,51.4558,52.101,48.8996,32.4525,49.1384,54.0163,54.4421,55.0555,55.2828,52.1901,54.7673,57.2494,57.0948,55.7027,53.9315,58.8158,58.9668
South Africa,ZAF,62.9422,62.9827,62.839,62.6183,62.0693,61.6033,61.0786,60.538,59.9124,59.1895,58.3678,57.1607,55.5795,54.2451,53.963,53.9142,54.2204,54.9477,55.9817,57.413,58.8863,60.6024,61.7366,62.3883,63.1845,64.0532,64.7495,65.4222,65.726,66.0711,65.1502,62.0099,65.4536,66.1387,66.3124
South Sudan,SSD,28.6275,29.1851,21.9378,22.2634,44.8582,31.5104,32.124,33.0682,19.0479,44.5371,47.5913,48.5505,49.3942,52.3242,53.0517,53.9646,54.6529,55.4249,56.2803,56.8478,57.4848,57.6738,58.2406,58.2853,45.6247,39.7565,36.72,35.3511,51.9049,58.1293,57.6479,57.0474,57.2026,57.6174,57.7382
Spain,ESP,77.0004,77.1285,77.5888,77.728,78.1141,78.2002,78.3389,78.8504,78.9395,78.9437,79.4123,79.7387,79.8177,79.7482,80.3283,80.3196,80.9627,80.9696,81.2782,81.627,82.0063,82.1804,82.1905,82.6943,82.8283,82.6109,82.9999,82.9862,83.0956,83.4794,82.2413,82.9508,82.3661,83.6703,83.7994
Sri Lanka,LKA,69.2389,69.131,69.6191,70.0485,70.2114,69.7456,69.8405,69.9345,70.1342,70.4265,71.1787,71.8044,72.2711,72.4417,68.0218,73.0733,72.825,72.9831,72.5557,70.2976,74.4626,74.7405,75.1866,75.5461,75.7573,75.9899,76.1361,76.2386,76.4853,76.698,76.9281,76.2779,77.2996,77.4828,77.6725
St. Kitts and Nevis,KNA,65.641,65.958,66.339,66.708,67.002,67.23,67.488,67.811,67.891,68.725,69.249,69.767,70.194,70.614,70.92,71.151,71.356,71.437,71.479,71.488,71.452,71.4,71.362,71.29,71.228,71.211,71.227,71.284,71.336,71.54,71.181,69.271,70.313,72.145,
St. Lucia,LCA,70.008,70.309,70.734,71.05,71.076,71.172,70.963,70.778,70.68,70.692,70.779,71.367,71.707,72.188,72.453,72.544,72.794,72.86,72.963,72.946,72.768,72.962,72.86,72.687,72.676,72.932,72.552,72.522,72.655,72.249,72.308,69.119,72.67,72.697,
St. Martin (French part),MAF,74.565,74.925,75.15,75.349,75.533,75.714,75.885,76.105,76.338,76.565,76.793,77.009,77.219,77.419,77.612,77.802,77.989,78.16,78.326,78.513,78.752,79.016,79.302,79.528,79.727,79.829,79.885,78.762,80.029,80.078,80.085,80.206,80.236,80.224,
St. Vincent and the Grenadines,VCT,70.647,70.64,70.745,70.621,70.602,70.575,70.466,70.382,70.263,70.312,70.35,70.382,70.658,70.43,70.445,70.454,70.434,70.446,70.611,70.712,70.66,70.609,70.539,70.091,70.355,70.463,70.7,71.013,71.017,70.994,69.605,69.132,71.191,71.23,
